Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Mailam,28.97318719,98.09861043,5.50158009,213.9011021,74,14,180,Coconut,1096,16-May-12
Maduravoyal,26.13958446,96.38580769,6.338720873,131.3387935,119,?,184,Coconut,1392,16-May-10
Maduranthakam,25.51618488,94.33465411,6.015672239,135.1272491,99,25,184,Coconut,1329,16-Apr-17
Madurai West,27.55821802,99.98187601,5.735364307,174.6256481,68,?,103,Coconut,1261,16-Apr-10
Madurai South,27.81132822,97.48410555,6.465906333,154.0621221,113,9,146,Coconut,1353,15-May-14
Madurai North,25.60033702,99.7240104,5.855457599,165.8248732,69,15,160,Coconut,1650,15-May-12
Madurai East,26.91641934,99.84671638,6.318552973,225.6323656,65,10,175,Coconut,1547,15-May-10
Madurai Central,29.1797902,90.27214288,6.006784979,188.9252083,74,?,194,Coconut,1290,15-Apr-17
Madavaram,26.44600063,98.29937782,6.008386283,221.2258168,68,13,133,Coconut,425,15-Apr-10
Madathukulam,28.43572863,95.8840407,5.665785202,203.9283708,121,35,194,Coconut,36,14-May-14
Lalgudi,28.94099669,93.00109012,5.764615485,191.7723087,99,10,295,Coconut,21,14-May-12
Kurinjipadi,26.45488737,93.45042636,5.901495544,149.2220255,59,8,91,Coconut,16,14-Apr-17
Kunnam,25.79490531,93.84150618,5.779032666,152.4238712,80,9,39,Coconut,98,14-Apr-10
Kumbakonam,26.93141945,98.80313612,5.67154928,166.5712879,95,?,171,Coconut,110,13-May-15
Kumarapalayam,29.48439992,63.19915325,7.454532137,71.89090748,54,10,149,Black gram,89,13-May-14
Kulithalai,26.73433965,68.13999721,7.040056094,67.15096376,110,9,118,Black gram,508,13-May-13
Krishnarayapuram,26.27274407,62.28814857,7.418650668,70.23207557,96,23,150,Black gram,727,13-May-12
Krishnagiri,34.03679184,67.21113844,6.501869314,73.23573601,103,13,194,Black gram,1180,13-May-10
Kovilpatti,28.03644051,65.06601664,6.814410928,72.49507741,79,10,104,Black gram,1254,13-Apr-10
Kolathur,28.81460716,65.33538112,7.581442888,62.26242533,71,13,155,Black gram,1134,12-May-15
Kinathukadavu,34.03619494,64.28791388,7.741418772,66.85510868,56,10,169,Black gram,887,12-May-13
Kilvelur,33.8642935,61.57072498,6.573531614,68.02199825,76,10,171,Black gram,934,12-May-12
Kilpennathur,32.84213012,68.68401492,7.543804223,73.67166182,91,15,161,Black gram,1192,12-May-10
Killiyoor,27.10053268,63.36085585,6.5408208,73.84949872,79,14,144,Black gram,834,12-Apr-10
Kavundampalayam,25.65842532,61.18235808,7.22405917,69.28607828,91,16,195,Black gram,968,11-May-15
Kattumannarkoil,32.34744009,66.61452812,7.551364319,64.55882254,103,22,164,Black gram,1033,11-May-14
Katpadi,29.58949031,68.32176769,6.928898659,67.53021213,94,9,198,Black gram,958,11-May-13
Karur,30.91219459,68.79427388,7.747775263,66.63830637,66,15,149,Black gram,1134,11-May-12
Karaikudi,28.12787838,64.2097765,6.706505915,70.86340755,59,?,160,Black gram,1085,11-May-10
Kanniyakumari,30.08545364,69.34811988,6.668238556,67.1367443,126,57,195,Black gram,1369,11-Apr-10
Kangayam,31.74379487,62.51007687,7.332375138,68.97097538,95,?,181,Black gram,1350,10-May-16
Kancheepuram,27.81326852,62.50460464,7.596802025,69.75555541,53,13,95,Black gram,706,10-May-14
Kallakurichi,32.88733849,64.59457409,7.70650895,71.50569456,?,?,104,Black gram,545,10-May-13
Kalasapakkam,29.36358721,64.98742947,7.366542647,61.91208707,126,79,160,Black gram,29,10-May-12
Kadayanallur,27.82592799,67.5861883,6.919243702,74.01229707,94,25,174,Black gram,42,10-May-10
K. V. Kuppam,28.49538735,60.44848407,7.187721818,74.91559514,113,25,194,Black gram,31,10-Apr-10
Jolarpet,27.74274761,68.53997144,7.075886472,71.78615328,113,?,198,Black gram,19,9-May-15
Jayankondam,30.41588462,67.66323804,6.74441168,63.02473185,124,23,184,Black gram,77,9-May-14
Hosur,27.3254209,69.09047809,6.726469088,61.19250859,69,11,174,Black gram,75,9-May-13
Harur,30.28496619,61.69295127,6.628264883,65.62859526,91,19,169,Black gram,300,9-May-12
Harbour,28.56840626,61.53278622,7.127064207,63.49726331,59,8,?,Black gram,535,8-May-14
Gummidipoondi,25.36586097,66.6379724,7.538631462,65.81655892,59,10,171,Black gram,795,8-May-11
Gudiyattam,34.9466155,65.26774011,7.162357641,70.1415139,113,19,118,Black gram,1025,8-May-10
Gudalur,25.09737391,67.72837887,6.859409487,74.61649888,51,9,99,Black gram,1010,7-May-15
Gobichettipalayam,32.47648301,64.34848735,7.397190844,65.820457,65,9,119,Black gram,834,7-May-14
Gingee,33.86351172,68.59232289,6.880245789,69.24464096,121,25,81,Black gram,863,7-May-13
Gangavalli,25.19857725,60.37332688,6.581313137,70.88787207,54,7,113,Black gram,838,7-May-12
Gandharvakottai,31.77681682,69.01852894,7.296972161,61.46892873,65,58,126,Black gram,783,7-May-10
Erode (West),34.89814946,63.59948557,6.97297656,64.72797143,95,7,194,Black gram,852,6-May-16
Erode (East),31.74105409,68.63525428,7.241148507,62.3061735,71,63,165,Black gram,1091,6-May-14
Egmore,27.16159076,66.76017239,6.92009048,69.85112265,85,21,139,Black gram,876,6-May-13
Edapadi,26.23773129,67.88521396,7.504608385,73.58663968,113,25,175,Black gram,1032,6-May-12
Dr. Radhakrishnan Nagar,30.20157245,60.06534859,7.152272256,66.37171179,76,10,103,Black gram,1110,6-May-10
Dindigul,31.55846339,67.83563765,7.137004749,74.86960831,60,10,154,Black gram,1192,5-May-15
Dharmapuri,29.67892453,69.0854554,6.808041722,65.66436565,55,13,58,Black gram,1057,5-May-14
Dharapuram,27.05365239,67.7017527,7.393631868,60.4693835,109,19,108,Black gram,690,5-May-13
Cumbum,34.63880966,61.38597868,7.69950698,72.43169115,100,18,198,Black gram,399,5-May-12
Cuddalore,33.39438752,62.93692886,6.602888249,63.57445989,108,?,169,Black gram,103,5-May-10
Coonoor,28.84079155,63.37230676,6.734447425,70.25496749,84,16,200,Black gram,37,4-May-17
Colachal,31.49338309,63.0563645,6.521217963,71.48327008,129,23,200,Black gram,21,4-May-14
Coimbatore North,25.54960633,63.95425534,7.707332484,63.1830529,113,22,200,Black gram,20,4-May-13
Coimbatore (South),34.37329112,69.69366426,6.596719015,70.27184748,76,11,113,Black gram,50,4-May-12
Chidambaram,34.6008247,63.11296779,7.403623355,60.41790253,103,10,169,Black gram,97,4-May-10
Cheyyur,29.43463808,64.94329356,7.517097,72.17818157,66,9,176,Black gram,286,3-May-17
Cheyyar,29.10713092,67.90577375,7.17620823,67.83345933,113,23,149,Black gram,544,3-May-14
Chepauk-Thiruvallikeni,28.57006111,65.71765781,6.593961761,70.0866434,95,15,191,Black gram,728,3-May-13
Chengam,27.54384835,69.3478631,7.143942758,69.40878198,118,19,199,Black gram,876,3-May-12
Chengalpattu,33.04687968,68.93875631,6.690655045,62.30278274,118,15,195,Black gram,902,3-May-10
Bodinayakanur,33.95309131,69.96100028,7.423530351,61.16350463,84,10,198,Black gram,696,2-May-17
Bhuvanagiri,30.11873003,60.11680815,6.578714843,71.72980375,91,?,194,Black gram,866,2-May-16
Bhavanisagar,29.57812712,66.17587668,7.497469256,69.43895491,51,9,194,Black gram,956,2-May-15
Bhavani,27.26458947,68.01232937,7.775306272,68.91754359,98,?,160,Black gram,893,2-May-12
Bargur,31.35730791,64.24992106,7.322555223,63.85668948,103,13,194,Black gram,1015,2-May-10
Avanashi,31.52104732,66.55723677,7.580527339,61.71111448,55,8,198,Black gram,1142,1-May-12
Avadi,29.39982732,64.25510719,7.108450121,67.47677295,113,?,149,Black gram,919,1-May-10
Attur,29.38400259,64.14928485,7.358974541,65.24194361,51,10,199,Black gram,896,30-Apr-16
Athoor,28.38686534,61.88871127,7.405176138,74.24459122,64,13,171,Black gram,1026,30-Apr-15
Aruppukkottai,28.47442276,63.53604453,6.500144962,69.5274407,65,25,194,Black gram,1120,30-Apr-13
Ariyalur,30.64095781,61.14508627,7.167435834,71.36947525,84,10,195,Black gram,317,29-Apr-15
Arcot,25.25596239,61.36669662,7.261791753,68.64685069,94,8,155,Black gram,761,29-Apr-14
Aravakurichi,32.97030511,60.18122078,7.586642101,73.44678678,108,23,185,Black gram,973,28-Apr-14
Aranthangi,33.66855394,66.60416867,7.534811833,67.32520551,75,25,198,Black gram,586,28-Apr-13
Arani,32.83963757,67.99803573,7.251000789,73.40452716,109,16,185,Black gram,361,28-Apr-12
Arakkonam,27.45853567,62.90020977,6.513620918,69.46020927,113,13,169,Black gram,24,27-Apr-17
Anthiyur,25.68576704,69.84354028,7.121254928,74.62068748,94,8,169,Black gram,51,27-Apr-15
Anna Nagar,30.0328403,64.14800537,7.574561547,71.21006868,75,9,185,Black gram,75,27-Apr-14
Andipatti,28.20667264,68.27085245,7.350869792,64.32887142,75,13,194,Black gram,107,27-Apr-13
Anaikattu,28.27265858,61.18956161,7.513151076,63.29900785,124,8,143,Black gram,388,27-Apr-12
Ambur,28.5417236,64.2020154,7.025607706,69.68862306,101,36,165,Black gram,417,26-Apr-17
Ambattur,26.87187036,61.61367264,6.804253866,63.51822045,73,11,154,Black gram,637,26-Apr-16
Ambasamudram,32.79766751,68.77994074,7.163043872,64.11411069,97,75,144,Black gram,838,26-Apr-14
Alangulam,26.42333018,64.51136845,7.338929556,63.46546487,113,21,155,Black gram,1046,26-Apr-13
Alangudi,29.79181107,63.38789228,6.621323612,63.02169909,75,9,108,Black gram,765,26-Apr-12
Alandur,27.44003279,67.10464369,6.661870999,72.50669768,84,9,?,Black gram,817,25-Apr-17
Yercaud,34.1262979,65.14877461,7.733149554,70.40795007,104,23,106,Black gram,1159,25-Apr-16
Vriddhachalam,30.94908189,64.23364112,7.402891666,62.78730907,125,28,?,Black gram,794,25-Apr-14
Virugambakkam,28.75751783,61.02701476,6.599147298,73.37686831,103,13,159,Black gram,891,25-Apr-12
Virudhunagar,27.24766491,66.10123083,7.04174124,62.31842057,63,9,159,Black gram,1072,24-Apr-17
Viralimalai,28.63005477,66.770943,7.353876754,62.2737345,54,10,159,Black gram,1228,24-Apr-16
Villupuram,26.41768321,63.64698302,7.026795359,64.42177127,103,20,170,Black gram,1103,24-Apr-15
Villivakkam,32.81705216,66.15665137,6.814301033,68.83924882,103,15,169,Black gram,1314,24-Apr-13
Vilavancode,29.6321052,65.91359954,7.42160832,71.16331975,103,?,166,Black gram,1553,24-Apr-12
Vilathikulam,33.49077065,62.73317204,6.847382891,65.45328463,74,10,179,Black gram,1889,23-Apr-17
Vikravandi,31.86847286,66.74217464,7.191522601,74.22238583,85,21,184,Black gram,1254,23-Apr-16
Veppanahalli,30.32992227,65.62971858,7.01285529,71.64631281,79,10,154,Black gram,571,23-Apr-15
Vellore,28.546224,66.31394098,7.368318809,62.83469851,95,9,198,Black gram,66,23-Apr-13
Velachery,30.02629908,67.88811637,7.26154329,66.47264636,113,14,190,Black gram,81,23-Apr-12
Veerapandi,31.65531175,60.13263713,6.52669158,66.69096751,76,9,151,Black gram,18,22-May-12
Vedasandur,30.33499674,63.54718862,6.872594461,74.16699119,51,9,169,Black gram,20,22-Apr-17
Vedaranyam,33.36984395,65.67718163,6.874142175,64.89517488,55,9,150,Black gram,53,22-Apr-16
Vasudevanallur,31.4345059,62.99303471,7.76061831,64.77651469,113,13,183,Black gram,41,22-Apr-15
Vanur,27.71678273,63.29103387,6.781841984,68.56507978,110,12,183,Black gram,277,22-Apr-14
Vaniyambadi,32.63918668,61.3009051,7.326980454,61.83876146,71,14,103,Black gram,322,22-Apr-12
Vandavasi,32.7477393,67.77954584,7.453975408,63.37784443,53,6,191,Black gram,733,21-Apr-17
Valparai,51.39517949,46.57918798,6.332918625,105.2723287,109,13,181,Adzuki Beans,884,21-Apr-16
Uthiramerur,51.75069737,54.66240343,6.511771922,166.146187,98,21,179,Adzuki Beans,969,21-Apr-15
Uthangarai,53.01740027,49.8642052,5.299104443,65.95904867,69,12,?,Adzuki Beans,931,21-Apr-12
Usilampatti,53.21109199,61.44086749,5.32286361,64.15283797,50,9,103,Adzuki Beans,874,20-Apr-17
Ulundurpettai,50.87508935,52.11889124,7.377994241,163.4526817,59,8,160,Adzuki Beans,906,20-Apr-16
Udumalaipettai,54.70864679,50.61326461,5.213408041,133.6208476,110,10,155,Adzuki Beans,881,20-Apr-13
Udhagamandalam,50.05296256,48.75783315,6.084034474,84.1631997,98,14,113,Adzuki Beans,1206,20-Apr-12
Tittakudi,53.08282803,64.36516839,6.230501132,95.22127346,113,13,193,Adzuki Beans,1212,19-May-12
Tiruvannamalai,51.98960952,54.33930163,6.984003028,50.34963363,98,7,144,Adzuki Beans,1119,19-Apr-17
Tiruvaikuntam,50.61627407,40.87417623,7.26004427,83.58378922,55,9,103,Adzuki Beans,1059,19-Apr-16
Tiruvadanai,53.85012227,60.93848048,7.44435959,88.91087734,95,13,160,Adzuki Beans,1138,19-Apr-13
Tiruttani,52.93273827,40.63185709,5.525960194,54.71589837,99,21,110,Adzuki Beans,1304,19-Apr-12
Tiruppur (South),51.38017419,46.58741844,6.965966879,54.18396531,94,23,174,Adzuki Beans,1245,18-May-15
Tiruppur (North),53.76732179,47.69836276,6.25329917,74.33610894,?,23,150,Adzuki Beans,1012,18-May-14
"Tiruppattur, Sivaganga",54.24206002,50.68285693,5.779227118,103.0379121,69,13,164,Adzuki Beans,380,18-Apr-17
"Tirupattur, Vellore",50.23774196,64.32193916,5.26453007,128.4333007,74,9,187,Adzuki Beans,69,18-Apr-14
Tirunelveli,53.61354562,64.51127839,5.464839384,67.56692876,94,9,122,Adzuki Beans,20,18-Apr-13
Tirumangalam,53.67825326,49.62220216,5.841431861,58.99526706,113,?,191,Adzuki Beans,3,17-Apr-17
Tirukkoyilur,51.57606539,61.91816323,6.746197598,128.8673259,69,?,194,Adzuki Beans,12,17-Apr-16
Tiruchuli,51.73566612,41.08352444,5.576468162,158.4218823,103,15,144,Adzuki Beans,20,17-Apr-14
Tiruchirappalli (West),54.34541642,48.83429512,6.832060715,72.07777374,98,23,160,Adzuki Beans,39,17-Apr-13
Tiruchirappalli (East),53.93089691,62.60631427,6.359320069,126.1384881,77,11,166,Adzuki Beans,49,15-May-12
Tiruchengodu,53.62724661,45.80668187,7.400674878,102.6139108,126,11,175,Adzuki Beans,186,13-May-14
Tiruchendur,50.21135004,64.07926823,5.840523182,138.0795516,65,7,198,Adzuki Beans,359,13-May-13
Tindivanam,53.04569974,43.86143647,7.080592804,77.18606837,103,10,169,Adzuki Beans,454,13-May-12
Thuraiyur,53.93736613,50.53310831,5.323777601,65.42757621,69,14,154,Adzuki Beans,719,12-May-13
Thousand Lights,54.25667448,63.20938558,6.887801048,154.0631858,54,?,162,Adzuki Beans,471,12-May-12
Thoothukudi,54.07611998,58.98447775,6.286457433,173.3279708,104,23,176,Adzuki Beans,550,11-May-15
Thondamuthur,54.86327014,40.45046037,5.036324711,162.0159994,54,13,124,Adzuki Beans,813,11-May-14
Thiruvottiyur,52.41141567,53.6870061,5.722983932,63.19566861,65,10,144,Adzuki Beans,661,11-May-12
Thiruvidaimarudur,54.11434955,58.6005701,7.356804179,84.27248296,103,11,150,Adzuki Beans,662,10-May-12
Thiruverumbur,50.71087251,42.39356884,5.486625199,121.3974177,108,6,169,Adzuki Beans,754,9-May-15
Thiruvarur,52.34523666,41.49016937,5.1742068,148.1816653,85,10,171,Adzuki Beans,714,9-May-14
Thiruvallur,52.04157963,44.97641598,5.948132914,174.6110193,103,21,198,Adzuki Beans,496,9-May-13
Thiruvaiyaru,54.1256277,63.46404405,5.646983218,79.85524644,103,?,165,Adzuki Beans,413,9-May-12
Thiruthuraipoondi,50.60800313,54.8159915,5.694769311,146.9759043,111,?,165,Adzuki Beans,479,8-May-15
Thiruporur,50.44601964,64.80974774,7.353424187,74.34381244,85,9,159,Adzuki Beans,747,8-May-14
Thiruparankundram,52.74899026,55.59766371,6.464419169,133.6855598,85,7,144,Adzuki Beans,628,8-May-12
Thirumayam,52.07221573,56.52860445,5.605743632,109.2321133,71,10,149,Adzuki Beans,253,7-May-14
Thiru. Vi. Ka. Nagar,52.2598923,46.90997356,6.943551414,113.3465499,60,13,194,Adzuki Beans,35,7-May-13
Thanjavur,53.00973716,60.42608789,6.811143039,94.52634871,79,13,195,Adzuki Beans,18,7-May-12
Thalli,51.89363987,40.21677505,7.396512511,50.9989257,99,10,126,Adzuki Beans,16,6-May-17
Tenkasi,51.92648165,45.7130039,6.816347186,126.2988799,99,10,136,Adzuki Beans,14,6-May-15
Tambaram,52.35876089,62.10108559,6.04171654,127.5625375,126,18,105,Adzuki Beans,22,6-May-14
T. Nagar,51.10972906,42.92591073,7.068007353,140.3269787,108,7,195,Adzuki Beans,32,6-May-13
Sulur,52.3799117,41.66149617,5.441548052,145.2598039,98,7,154,Adzuki Beans,98,6-May-12
Srivilliputhur,53.03602656,57.72002643,5.448111749,77.86312777,74,9,198,Adzuki Beans,140,5-May-17
Srirangam,50.05527203,54.42400036,5.068978566,140.6692694,118,25,164,Adzuki Beans,448,5-May-16
Sriperumbudur,50.21320004,62.48992621,6.153000909,141.9402762,98,7,179,Adzuki Beans,708,5-May-15
Sivakasi,52.29042425,47.78119849,5.7529169,84.20551395,125,24,199,Adzuki Beans,756,5-May-14
Sivaganga,52.52654749,46.12497812,6.877843426,170.7165497,69,10,155,Adzuki Beans,914,5-May-13
Sirkazhi,51.20226773,44.68527797,5.760277748,153.0199404,92,7,110,Adzuki Beans,1030,4-May-15
Singanallur,54.73384075,60.24647568,5.595957461,114.134728,99,14,162,Adzuki Beans,1226,4-May-14
Sholingur,53.32395566,53.18750858,5.092063545,59.96418465,107,13,173,Adzuki Beans,1206,4-May-12
Sholinganallur,52.09641926,48.07110267,5.994403986,107.563276,?,21,199,Adzuki Beans,1438,3-May-16
Sholavandan,51.77963984,58.47902687,5.64196747,58.70109324,75,13,191,Adzuki Beans,1194,3-May-14
Senthamangalam,53.21070089,60.33349592,6.279582529,84.14035755,98,18,154,Adzuki Beans,1627,3-May-13
Sattur,50.54996552,45.68094434,5.150652827,93.41883094,66,18,130,Adzuki Beans,1401,3-May-12
Sankarapuram,50.77220915,52.22203243,6.807308893,62.17126298,103,18,160,Adzuki Beans,1520,2-May-16
Sankarankovil,52.71556507,64.22389823,6.743559095,127.9898177,107,13,163,Adzuki Beans,1730,2-May-15
Sankagiri,52.23456757,52.21661611,5.085690013,58.53389207,121,23,199,Adzuki Beans,1594,2-May-12
Salem (West),52.80068225,40.96256884,6.708946666,96.54526063,109,19,103,Adzuki Beans,1717,1-May-15
Salem (South),54.07590082,64.33714448,7.118480357,95.53144469,113,18,198,Adzuki Beans,304,1-May-12
Salem (North),52.99649426,46.1246328,6.221551935,151.2153725,?,33,103,Adzuki Beans,47,30-Apr-16
Saidapet,53.75148317,61.80513541,5.410116963,130.0908664,94,7,169,Adzuki Beans,56,30-Apr-15
Royapuram,52.43421588,52.57399484,5.703075277,106.1828435,69,10,164,Adzuki Beans,9,29-Apr-14
Rishivandiyam,53.01598707,55.55353906,6.875183422,115.8790571,87,21,176,Adzuki Beans,39,28-Apr-14
Rasipuram,53.79861699,47.85710959,5.669617314,127.4260686,103,25,194,Adzuki Beans,52,27-Apr-17
Ranipet,53.83329217,64.73571073,6.864200547,104.2206437,66,9,168,Adzuki Beans,130,26-Apr-17
Ramanathapuram,52.05641554,63.45826988,5.098959272,50.5321428,94,25,194,Adzuki Beans,440,26-Apr-16
Rajapalayam,52.82320271,41.14252093,6.395768559,61.15799761,113,?,175,Adzuki Beans,835,26-Apr-14
Radhapuram,50.37061804,42.92316191,6.306702716,62.8670336,91,9,191,Adzuki Beans,1148,25-Apr-17
Pudukkottai,54.85013111,44.28267926,5.700861926,120.3547999,64,16,124,Adzuki Beans,1663,25-Apr-14
Poonamallee,54.80522133,61.25999838,5.389736773,107.1421429,74,9,169,Adzuki Beans,1553,24-Apr-17
Poompuhar,52.9210633,58.13002509,5.999419467,163.8143714,74,10,180,Adzuki Beans,1158,24-Apr-15
Ponneri,53.4761329,47.35472486,6.947107959,73.1158153,98,18,171,Adzuki Beans,1063,24-Apr-14
Polur,54.98675978,58.29498551,5.822813919,64.91373538,69,9,180,Adzuki Beans,1167,23-Apr-17
Pollachi,52.04119242,43.25713379,5.547490246,144.8299706,84,9,154,Adzuki Beans,849,23-Apr-16
Perundurai,51.71738282,53.85566989,6.004758221,84.18557261,84,9,169,Adzuki Beans,1016,22-Apr-17
Periyakulam,50.4491822,56.09231075,7.048715847,127.1765156,66,15,195,Adzuki Beans,1121,22-Apr-16
Peravurani,53.47489192,57.81657349,7.09081152,125.6690043,98,10,154,Adzuki Beans,1071,21-Apr-17
Perambur,54.77860417,59.85472136,6.416145618,52.95882241,64,?,194,Adzuki Beans,1309,21-Apr-16
Perambalur,54.28155845,53.0689998,7.237372724,91.14587881,95,7,103,Adzuki Beans,1017,21-Apr-14
Pennagaram,53.51226629,51.98091389,6.426007511,113.8165465,95,10,190,Adzuki Beans,1598,20-Apr-17
Pattukkottai,52.46073295,40.5832736,6.698912033,168.4396593,98,21,177,Adzuki Beans,1133,19-Apr-17
Paramathi Velur,54.17475919,41.74523831,6.580655747,145.2301093,84,?,135,Adzuki Beans,827,19-Apr-16
Paramakudi,54.57749053,42.27715521,5.291063735,50.64693918,98,10,138,Adzuki Beans,485,18-Apr-17
Pappireddippatti,53.23519397,40.48668242,6.740402084,78.75930029,89,54,138,Adzuki Beans,172,17-Apr-17
Papanasam,51.3204343,55.29365413,5.647458316,170.7771304,64,8,180,Adzuki Beans,26,17-Apr-16
Panruti,51.68192672,64.10142966,6.411085124,125.5762499,105,?,118,Adzuki Beans,15,13-May-14
Pallavaram,53.07262836,42.25220982,7.271021061,170.3520229,96,16,103,Adzuki Beans,20,11-May-15
Palladam,54.81709585,53.41190777,6.397930357,68.89209426,71,9,172,Adzuki Beans,87,10-May-14
Palayamkottai,54.5458814,53.21001183,7.490025023,123.7823555,99,15,?,Adzuki Beans,83,5-May-17
Palani,53.41790345,54.62978164,5.604488011,119.4263746,85,14,103,Adzuki Beans,406,5-May-16
Palacode,54.32123511,45.11252188,5.017280869,109.6251596,119,7,198,Adzuki Beans,488,4-May-15
Padmanabhapuram,51.4928642,54.67485286,6.027664438,96.35492246,60,9,165,Adzuki Beans,610,3-May-14
Ottapidaram,51.15952169,47.47701304,6.210915948,119.6111882,100,15,166,Adzuki Beans,1201,2-May-16
Orathanadu,53.13767654,56.49774398,6.659951474,149.2981891,71,9,146,Adzuki Beans,945,2-May-14
Omalur,53.8159785,57.85526739,7.025093383,68.52267195,113,?,108,Adzuki Beans,724,1-May-14
